Region,Date,Frequency,Estimated Unemployment Rate (%),Estimated Employed,Estimated Labour Participation Rate (%),Area
Jhelum,2015-11-30,Monthly,6.483333333333333,1176474.1666666667,42.2575,Urban
Jhelum,2015-12-31,Monthly,6.5,1241786.0,40.69,Urban
Jhelum,2016-01-31,Monthly,6.491666666666667,1188040.5833333333,41.60666666666666,Urban
Jhelum,2016-02-29,Monthly,6.483333333333333,1134295.1666666667,42.52333333333333,Urban
Jhelum,2016-03-31,Monthly,6.475,1080549.75,43.44,Urban
Jhelum,2016-04-30,Monthly,6.466666666666667,1026804.3333333334,44.35666666666666,Urban
Jhelum,2016-05-31,Monthly,6.458333333333334,973058.9166666667,45.27333333333333,Urban
Jhelum,2016-06-30,Monthly,6.45,919313.5,46.19,Urban
Jhelum,2016-07-31,Monthly,6.441666666666666,865568.0833333334,47.10666666666666,Urban
Jhelum,2016-08-31,Monthly,6.433333333333334,811822.6666666667,48.02333333333333,Urban
Jhelum,2016-09-30,Monthly,6.425000000000001,758077.25,48.94,Urban
Jhelum,2016-10-31,Monthly,6.416666666666667,704331.8333333334,49.85666666666666,Urban
Jhelum,2016-11-30,Monthly,6.408333333333333,650586.4166666667,50.773333333333326,Urban
Jhelum,2016-12-31,Monthly,6.4,596841.0,51.69,Urban
Jhelum,2017-01-31,Monthly,6.383333333333334,702720.1666666666,51.64,Urban
Jhelum,2017-02-28,Monthly,6.366666666666667,808599.3333333334,51.589999999999996,Urban
Jhelum,2017-03-31,Monthly,6.3500000000000005,914478.5,51.54,Urban
Jhelum,2017-04-30,Monthly,6.333333333333334,1020357.6666666667,51.49,Urban
Jhelum,2017-05-31,Monthly,6.316666666666667,1126236.8333333335,51.44,Urban
Jhelum,2017-06-30,Monthly,6.300000000000001,1232116.0,51.39,Urban
Jhelum,2017-07-31,Monthly,6.283333333333333,1337995.1666666667,51.34,Urban
Jhelum,2017-08-31,Monthly,6.266666666666667,1443874.3333333335,51.29,Urban
Jhelum,2017-09-30,Monthly,6.25,1549753.5,51.24,Urban
Jhelum,2017-10-31,Monthly,6.233333333333333,1655632.6666666667,51.190000000000005,Urban
Jhelum,2017-11-30,Monthly,6.216666666666667,1761511.8333333335,51.14,Urban
Jhelum,2017-12-31,Monthly,6.2,1867391.0,51.09,Urban
Jhelum,2018-01-31,Monthly,6.183333333333334,1741376.5,51.61083333333334,Urban
Jhelum,2018-02-28,Monthly,6.166666666666667,1615362.0,52.13166666666667,Urban
Jhelum,2018-03-31,Monthly,6.15,1489347.5,52.6525,Urban
Jhelum,2018-04-30,Monthly,6.133333333333334,1363333.0,53.17333333333334,Urban
Jhelum,2018-05-31,Monthly,6.116666666666667,1237318.5,53.69416666666667,Urban
Jhelum,2018-06-30,Monthly,6.1,1111304.0,54.215,Urban
Jhelum,2018-07-31,Monthly,6.083333333333333,985289.5,54.73583333333334,Urban
Jhelum,2018-08-31,Monthly,6.066666666666666,859275.0,55.25666666666667,Urban
Jhelum,2018-09-30,Monthly,6.05,733260.5,55.7775,Urban
Jhelum,2018-10-31,Monthly,6.033333333333333,607246.0,56.29833333333334,Urban
Jhelum,2018-11-30,Monthly,6.016666666666667,481231.5,56.81916666666667,Urban
Jhelum,2018-12-31,Monthly,6.0,355217.0,57.34,Urban
Jhelum,2019-01-31,Monthly,6.025,428021.6666666667,56.130833333333335,Urban
Jhelum,2019-02-28,Monthly,6.05,500826.3333333334,54.92166666666667,Urban
Jhelum,2019-03-31,Monthly,6.075,573631.0,53.712500000000006,Urban
Jhelum,2019-04-30,Monthly,6.1,646435.6666666667,52.50333333333334,Urban
Jhelum,2019-05-31,Monthly,6.125,719240.3333333334,51.29416666666667,Urban
Jhelum,2019-06-30,Monthly,6.15,792045.0,50.085,Urban
Jhelum,2019-07-31,Monthly,6.175,864849.6666666667,48.87583333333333,Urban
Jhelum,2019-08-31,Monthly,6.2,937654.3333333334,47.666666666666664,Urban
Jhelum,2019-09-30,Monthly,6.225,1010459.0,46.457499999999996,Urban
Jhelum,2019-10-31,Monthly,6.25,1083263.6666666667,45.248333333333335,Urban
Jhelum,2019-11-30,Monthly,6.2749999999999995,1156068.3333333335,44.03916666666667,Urban
Jhelum,2019-12-31,Monthly,6.3,1228873.0,42.83,Urban
Jhelum,2020-01-31,Monthly,6.316666666666666,1246537.5833333333,42.989999999999995,Urban
Jhelum,2020-02-29,Monthly,6.333333333333333,1264202.1666666667,43.15,Urban
Jhelum,2020-03-31,Monthly,6.35,1281866.75,43.31,Urban
Jhelum,2020-04-30,Monthly,6.366666666666666,1299531.3333333333,43.47,Urban
Jhelum,2020-05-31,Monthly,6.383333333333333,1317195.9166666667,43.629999999999995,Urban
Jhelum,2020-06-30,Monthly,6.4,1334860.5,43.79,Urban
Jhelum,2020-07-31,Monthly,6.416666666666667,1352525.0833333333,43.95,Urban
Jhelum,2020-08-31,Monthly,6.433333333333334,1370189.6666666667,44.11,Urban
Jhelum,2020-09-30,Monthly,6.45,1387854.25,44.269999999999996,Urban
Jhelum,2020-10-31,Monthly,6.466666666666667,1405518.8333333333,44.43,Urban
Jhelum,2020-11-30,Monthly,6.483333333333333,1423183.4166666667,44.59,Urban
Jhelum,2020-12-31,Monthly,6.5,1440848.0,44.75,Urban
Jhelum,2021-01-31,Monthly,6.516666666666667,1537808.4166666667,45.873333333333335,Urban
Jhelum,2021-02-28,Monthly,6.533333333333333,1634768.8333333333,46.99666666666667,Urban
Jhelum,2021-03-31,Monthly,6.55,1731729.25,48.12,Urban
Jhelum,2021-04-30,Monthly,6.566666666666666,1828689.6666666667,49.24333333333333,Urban
Jhelum,2021-05-31,Monthly,6.583333333333333,1925650.0833333335,50.36666666666667,Urban
Jhelum,2021-06-30,Monthly,6.6,2022610.5,51.489999999999995,Urban
Jhelum,2021-07-31,Monthly,6.616666666666667,2119570.916666667,52.61333333333333,Urban
Jhelum,2021-08-31,Monthly,6.633333333333334,2216531.3333333335,53.736666666666665,Urban
Jhelum,2021-09-30,Monthly,6.65,2313491.75,54.86,Urban
Jhelum,2021-10-31,Monthly,6.666666666666667,2410452.166666667,55.983333333333334,Urban
Jhelum,2021-11-30,Monthly,6.683333333333334,2507412.5833333335,57.10666666666666,Urban
Jhelum,2021-12-31,Monthly,6.7,2604373.0,58.23,Urban
Jhelum,2022-01-31,Monthly,6.691666666666666,2469009.75,58.094166666666666,Urban
Jhelum,2022-02-28,Monthly,6.683333333333334,2333646.5,57.95833333333333,Urban
Jhelum,2022-03-31,Monthly,6.675,2198283.25,57.8225,Urban
Jhelum,2022-04-30,Monthly,6.666666666666667,2062920.0,57.68666666666667,Urban
Jhelum,2022-05-31,Monthly,6.658333333333333,1927556.75,57.55083333333333,Urban
Jhelum,2022-06-30,Monthly,6.65,1792193.5,57.415,Urban
Jhelum,2022-07-31,Monthly,6.641666666666667,1656830.25,57.27916666666667,Urban
Jhelum,2022-08-31,Monthly,6.633333333333333,1521467.0,57.14333333333333,Urban
Jhelum,2022-09-30,Monthly,6.625,1386103.75,57.0075,Urban
Jhelum,2022-10-31,Monthly,6.616666666666666,1250740.5,56.87166666666667,Urban
Jhelum,2022-11-30,Monthly,6.608333333333333,1115377.25,56.73583333333333,Urban
Jhelum,2022-12-31,Monthly,6.6,980014.0,56.6,Urban
Jhelum,2023-01-31,Monthly,6.583333333333333,1095547.5833333333,56.73916666666667,Urban
Jhelum,2023-02-28,Monthly,6.566666666666666,1211081.1666666667,56.87833333333334,Urban
Jhelum,2023-03-31,Monthly,6.55,1326614.75,57.0175,Urban
Jhelum,2023-04-30,Monthly,6.533333333333333,1442148.3333333333,57.156666666666666,Urban
Jhelum,2023-05-31,Monthly,6.516666666666667,1557681.9166666665,57.295833333333334,Urban
Jhelum,2023-06-30,Monthly,6.5,1673215.5,57.435,Urban
Jhelum,2023-07-31,Monthly,6.483333333333333,1788749.0833333333,57.57416666666667,Urban
Jhelum,2023-08-31,Monthly,6.466666666666667,1904282.6666666665,57.71333333333334,Urban
Jhelum,2023-09-30,Monthly,6.45,2019816.25,57.852500000000006,Urban
Jhelum,2023-10-31,Monthly,6.433333333333334,2135349.833333333,57.99166666666667,Urban
Jhelum,2023-11-30,Monthly,6.416666666666667,2250883.4166666665,58.130833333333335,Urban
Jhelum,2023-12-31,Monthly,6.4,2366417.0,58.27,Urban
Jhelum,2024-01-31,Monthly,6.383333333333334,2236938.5833333335,57.532500000000006,Urban
Jhelum,2024-02-29,Monthly,6.366666666666667,2107460.1666666665,56.795,Urban
Jhelum,2024-03-31,Monthly,6.3500000000000005,1977981.75,56.057500000000005,Urban
Jhelum,2024-04-30,Monthly,6.333333333333334,1848503.3333333333,55.32,Urban
Jhelum,2024-05-31,Monthly,6.316666666666667,1719024.9166666665,54.5825,Urban
Jhelum,2024-06-30,Monthly,6.300000000000001,1589546.5,53.845,Urban
Jhelum,2024-07-31,Monthly,6.283333333333333,1460068.0833333333,53.1075,Urban
Jhelum,2024-08-31,Monthly,6.266666666666667,1330589.6666666665,52.370000000000005,Urban
Jhelum,2024-09-30,Monthly,6.25,1201111.25,51.6325,Urban
Jhelum,2024-10-31,Monthly,6.233333333333333,1071632.8333333333,50.895,Urban
Jhelum,2024-11-30,Monthly,6.216666666666667,942154.4166666665,50.1575,Urban
Jhelum,2024-12-31,Monthly,6.2,812676.0,49.42,Urban
Jhelum,2000-12-31,Weekly,6.1,1158743.0,57.81,Urban
Jhelum,2001-01-07,Weekly,6.097444089456869,1163443.9552715656,57.75434504792332,Urban
Jhelum,2001-01-14,Weekly,6.094888178913737,1168144.910543131,57.69869009584665,Urban
Jhelum,2001-01-21,Weekly,6.0923322683706065,1172845.8658146965,57.64303514376997,Urban
Jhelum,2001-01-28,Weekly,6.089776357827476,1177546.821086262,57.58738019169329,Urban
Jhelum,2001-02-04,Weekly,6.087220447284345,1182247.7763578275,57.53172523961661,Urban
Jhelum,2001-02-11,Weekly,6.084664536741213,1186948.731629393,57.47607028753994,Urban
Jhelum,2001-02-18,Weekly,6.082108626198083,1191649.6869009584,57.42041533546326,Urban
Jhelum,2001-02-25,Weekly,6.079552715654952,1196350.642172524,57.36476038338658,Urban
Jhelum,2001-03-04,Weekly,6.076996805111821,1201051.5974440894,57.30910543130991,Urban
Jhelum,2001-03-11,Weekly,6.074440894568689,1205752.552715655,57.25345047923323,Urban
Jhelum,2001-03-18,Weekly,6.071884984025559,1210453.5079872205,57.19779552715655,Urban
Jhelum,2001-03-25,Weekly,6.069329073482428,1215154.463258786,57.14214057507987,Urban
Jhelum,2001-04-01,Weekly,6.066773162939297,1219855.4185303515,57.0864856230032,Urban
Jhelum,2001-04-08,Weekly,6.0642172523961655,1224556.3738019168,57.03083067092652,Urban
Jhelum,2001-04-15,Weekly,6.061661341853035,1229257.3290734824,56.97517571884984,Urban
Jhelum,2001-04-22,Weekly,6.059105431309904,1233958.284345048,56.91952076677317,Urban
Jhelum,2001-04-29,Weekly,6.056549520766773,1238659.2396166134,56.86386581469649,Urban
Jhelum,2001-05-06,Weekly,6.053993610223642,1243360.194888179,56.80821086261981,Urban
Jhelum,2001-05-13,Weekly,6.051437699680511,1248061.1501597443,56.75255591054313,Urban
Jhelum,2001-05-20,Weekly,6.04888178913738,1252762.10543131,56.69690095846646,Urban
Jhelum,2001-05-27,Weekly,6.046325878594248,1257463.0607028755,56.64124600638978,Urban
Jhelum,2001-06-03,Weekly,6.043769968051118,1262164.0159744408,56.5855910543131,Urban
Jhelum,2001-06-10,Weekly,6.041214057507987,1266864.9712460064,56.52993610223643,Urban
Jhelum,2001-06-17,Weekly,6.038658146964856,1271565.9265175718,56.47428115015975,Urban
Jhelum,2001-06-24,Weekly,6.0361022364217245,1276266.8817891374,56.41862619808307,Urban
Jhelum,2001-07-01,Weekly,6.033546325878594,1280967.837060703,56.36297124600639,Urban
Jhelum,2001-07-08,Weekly,6.030990415335463,1285668.7923322683,56.307316293929716,Urban
Jhelum,2001-07-15,Weekly,6.028434504792332,1290369.747603834,56.25166134185304,Urban
Jhelum,2001-07-22,Weekly,6.025878594249201,1295070.7028753995,56.19600638977636,Urban
Jhelum,2001-07-29,Weekly,6.02332268370607,1299771.6581469649,56.140351437699685,Urban
Jhelum,2001-08-05,Weekly,6.020766773162939,1304472.6134185304,56.084696485623006,Urban
Jhelum,2001-08-12,Weekly,6.018210862619808,1309173.5686900958,56.02904153354633,Urban
Jhelum,2001-08-19,Weekly,6.015654952076677,1313874.5239616614,55.97338658146965,Urban
Jhelum,2001-08-26,Weekly,6.013099041533546,1318575.4792332267,55.917731629392975,Urban
Jhelum,2001-09-02,Weekly,6.010543130990415,1323276.4345047923,55.862076677316296,Urban
Jhelum,2001-09-09,Weekly,6.007987220447284,1327977.389776358,55.806421725239616,Urban
Jhelum,2001-09-16,Weekly,6.005431309904153,1332678.3450479233,55.750766773162944,Urban
Jhelum,2001-09-23,Weekly,6.002875399361022,1337379.3003194889,55.695111821086265,Urban
Jhelum,2001-09-30,Weekly,6.000319488817891,1342080.2555910544,55.639456869009585,Urban
Jhelum,2001-10-07,Weekly,5.9977635782747605,1346781.2108626198,55.58380191693291,Urban
Jhelum,2001-10-14,Weekly,5.995207667731629,1351482.1661341854,55.528146964856234,Urban
Jhelum,2001-10-21,Weekly,5.992651757188498,1356183.1214057507,55.472492012779554,Urban
Jhelum,2001-10-28,Weekly,5.990095846645367,1360884.0766773163,55.416837060702875,Urban
Jhelum,2001-11-04,Weekly,5.987539936102236,1365585.0319488817,55.3611821086262,Urban
Jhelum,2001-11-11,Weekly,5.984984025559105,1370285.9872204473,55.30552715654952,Urban
Jhelum,2001-11-18,Weekly,5.982428115015974,1374986.9424920129,55.249872204472844,Urban
Jhelum,2001-11-25,Weekly,5.979872204472843,1379687.8977635782,55.19421725239617,Urban
Jhelum,2001-12-02,Weekly,5.977316293929712,1384388.8530351438,55.13856230031949,Urban
Jhelum,2001-12-09,Weekly,5.974760383386581,1389089.8083067094,55.08290734824281,Urban
Jhelum,2001-12-16,Weekly,5.97220447284345,1393790.7635782748,55.02725239616613,Urban
Jhelum,2001-12-23,Weekly,5.9696485623003195,1398491.7188498403,54.97159744408946,Urban
Jhelum,2001-12-30,Weekly,5.967092651757188,1403192.6741214057,54.91594249201278,Urban
Jhelum,2002-01-06,Weekly,5.964536741214057,1407893.6293929713,54.8602875399361,Urban
Jhelum,2002-01-13,Weekly,5.961980830670926,1412594.5846645366,54.80463258785943,Urban
Jhelum,2002-01-20,Weekly,5.959424920127796,1417295.5399361022,54.74897763578275,Urban
Jhelum,2002-01-27,Weekly,5.956869009584664,1421996.4952076678,54.69332268370607,Urban
Jhelum,2002-02-03,Weekly,5.954313099041533,1426697.4504792332,54.63766773162939,Urban
Jhelum,2002-02-10,Weekly,5.951757188498402,1431398.4057507988,54.58201277955272,Urban
Jhelum,2002-02-17,Weekly,5.949201277955272,1436099.3610223643,54.52635782747604,Urban
Jhelum,2002-02-24,Weekly,5.94664536741214,1440800.3162939297,54.47070287539936,Urban
Jhelum,2002-03-03,Weekly,5.944089456869009,1445501.2715654953,54.41504792332269,Urban
Jhelum,2002-03-10,Weekly,5.9415335463258785,1450202.2268370606,54.35939297124601,Urban
Jhelum,2002-03-17,Weekly,5.938977635782747,1454903.1821086262,54.30373801916933,Urban
Jhelum,2002-03-24,Weekly,5.936421725239616,1459604.1373801916,54.24808306709265,Urban
Jhelum,2002-03-31,Weekly,5.933865814696485,1464305.0926517572,54.19242811501598,Urban
Jhelum,2002-04-07,Weekly,5.931309904153355,1469006.0479233228,54.1367731629393,Urban
Jhelum,2002-04-14,Weekly,5.928753993610223,1473707.0031948881,54.08111821086262,Urban
Jhelum,2002-04-21,Weekly,5.926198083067092,1478407.9584664537,54.02546325878595,Urban
Jhelum,2002-04-28,Weekly,5.923642172523961,1483108.9137380193,53.96980830670927,Urban
Jhelum,2002-05-05,Weekly,5.921086261980831,1487809.8690095847,53.91415335463259,Urban
Jhelum,2002-05-12,Weekly,5.918530351437699,1492510.8242811502,53.85849840255591,Urban
Jhelum,2002-05-19,Weekly,5.915974440894568,1497211.7795527156,53.80284345047924,Urban
Jhelum,2002-05-26,Weekly,5.9134185303514375,1501912.7348242812,53.74718849840256,Urban
Jhelum,2002-06-02,Weekly,5.910862619808307,1506613.6900958465,53.69153354632588,Urban
Jhelum,2002-06-09,Weekly,5.908306709265175,1511314.6453674121,53.635878594249206,Urban
Jhelum,2002-06-16,Weekly,5.905750798722044,1516015.6006389777,53.58022364217253,Urban
Jhelum,2002-06-23,Weekly,5.903194888178914,1520716.555910543,53.52456869009585,Urban
Jhelum,2002-06-30,Weekly,5.900638977635783,1525417.5111821087,53.46891373801917,Urban
Jhelum,2002-07-07,Weekly,5.898083067092651,1530118.4664536742,53.413258785942496,Urban
Jhelum,2002-07-14,Weekly,5.89552715654952,1534819.4217252396,53.35760383386582,Urban
Jhelum,2002-07-21,Weekly,5.89297124600639,1539520.3769968052,53.30194888178914,Urban
Jhelum,2002-07-28,Weekly,5.890415335463258,1544221.3322683705,53.246293929712465,Urban
Jhelum,2002-08-04,Weekly,5.887859424920127,1548922.2875399361,53.190638977635786,Urban
Jhelum,2002-08-11,Weekly,5.8853035143769965,1553623.2428115015,53.134984025559106,Urban
Jhelum,2002-08-18,Weekly,5.882747603833866,1558324.198083067,53.07932907348243,Urban
Jhelum,2002-08-25,Weekly,5.880191693290734,1563025.1533546327,53.023674121405755,Urban
Jhelum,2002-09-01,Weekly,5.877635782747603,1567726.108626198,52.968019169329075,Urban
Jhelum,2002-09-08,Weekly,5.875079872204473,1572427.0638977636,52.912364217252396,Urban
Jhelum,2002-09-15,Weekly,5.872523961661342,1577128.0191693292,52.85670926517572,Urban
Jhelum,2002-09-22,Weekly,5.86996805111821,1581828.9744408946,52.801054313099044,Urban
Jhelum,2002-09-29,Weekly,5.867412140575079,1586529.9297124601,52.745399361022365,Urban
Jhelum,2002-10-06,Weekly,5.864856230031949,1591230.8849840255,52.689744408945685,Urban
Jhelum,2002-10-13,Weekly,5.862300319488818,1595931.840255591,52.63408945686901,Urban
Jhelum,2002-10-20,Weekly,5.859744408945686,1600632.7955271564,52.578434504792334,Urban
Jhelum,2002-10-27,Weekly,5.8571884984025555,1605333.750798722,52.522779552715654,Urban
Jhelum,2002-11-03,Weekly,5.854632587859425,1610034.7060702876,52.46712460063898,Urban
Jhelum,2002-11-10,Weekly,5.852076677316294,1614735.661341853,52.4114696485623,Urban
Jhelum,2002-11-17,Weekly,5.849520766773162,1619436.6166134186,52.35581469648562,Urban
Jhelum,2002-11-24,Weekly,5.846964856230032,1624137.5718849842,52.300159744408944,Urban
Jhelum,2002-12-01,Weekly,5.844408945686901,1628838.5271565495,52.24450479233227,Urban
Jhelum,2002-12-08,Weekly,5.841853035143769,1633539.482428115,52.18884984025559,Urban
Jhelum,2002-12-15,Weekly,5.839297124600638,1638240.4376996804,52.13319488817891,Urban
Jhelum,2002-12-22,Weekly,5.836741214057508,1642941.392971246,52.07753993610224,Urban
Jhelum,2002-12-29,Weekly,5.834185303514377,1647642.3482428114,52.02188498402556,Urban
Jhelum,2003-01-05,Weekly,5.831629392971245,1652343.303514377,51.96623003194888,Urban
Jhelum,2003-01-12,Weekly,5.8290734824281145,1657044.2587859426,51.9105750798722,Urban
Jhelum,2003-01-19,Weekly,5.826517571884984,1661745.214057508,51.85492012779553,Urban
Jhelum,2003-01-26,Weekly,5.823961661341853,1666446.1693290735,51.79926517571885,Urban
Jhelum,2003-02-02,Weekly,5.821405750798721,1671147.124600639,51.74361022364217,Urban
Jhelum,2003-02-09,Weekly,5.818849840255591,1675848.0798722045,51.6879552715655,Urban
Jhelum,2003-02-16,Weekly,5.81629392971246,1680549.03514377,51.63230031948882,Urban
Jhelum,2003-02-23,Weekly,5.813738019169329,1685249.9904153356,51.57664536741214,Urban
Jhelum,2003-03-02,Weekly,5.811182108626197,1689950.945686901,51.52099041533546,Urban
Jhelum,2003-03-09,Weekly,5.808626198083067,1694651.9009584663,51.46533546325879,Urban
Jhelum,2003-03-16,Weekly,5.806070287539936,1699352.856230032,51.40968051118211,Urban
Jhelum,2003-03-23,Weekly,5.803514376996805,1704053.8115015975,51.35402555910543,Urban
Jhelum,2003-03-30,Weekly,5.8009584664536735,1708754.7667731629,51.29837060702876,Urban
Jhelum,2003-04-06,Weekly,5.798402555910543,1713455.7220447285,51.24271565495208,Urban
Jhelum,2003-04-13,Weekly,5.795846645367412,1718156.677316294,51.1870607028754,Urban
Jhelum,2003-04-20,Weekly,5.793290734824281,1722857.6325878594,51.13140575079872,Urban
Jhelum,2003-04-27,Weekly,5.79073482428115,1727558.587859425,51.07575079872205,Urban
Jhelum,2003-05-04,Weekly,5.788178913738019,1732259.5431309906,51.02009584664537,Urban
Jhelum,2003-05-11,Weekly,5.785623003194888,1736960.498402556,50.96444089456869,Urban
Jhelum,2003-05-18,Weekly,5.783067092651757,1741661.4536741213,50.90878594249202,Urban
Jhelum,2003-05-25,Weekly,5.780511182108626,1746362.4089456869,50.85313099041534,Urban
Jhelum,2003-06-01,Weekly,5.777955271565495,1751063.3642172525,50.79747603833866,Urban
Jhelum,2003-06-08,Weekly,5.775399361022364,1755764.3194888178,50.74182108626198,Urban
Jhelum,2003-06-15,Weekly,5.7728434504792325,1760465.2747603834,50.68616613418531,Urban
Jhelum,2003-06-22,Weekly,5.770287539936102,1765166.230031949,50.63051118210863,Urban
Jhelum,2003-06-29,Weekly,5.767731629392971,1769867.1853035144,50.57485623003195,Urban
Jhelum,2003-07-06,Weekly,5.76517571884984,1774568.14057508,50.519201277955275,Urban
Jhelum,2003-07-13,Weekly,5.762619808306709,1779269.0958466455,50.463546325878596,Urban
Jhelum,2003-07-20,Weekly,5.760063897763578,1783970.051118211,50.40789137380192,Urban
Jhelum,2003-07-27,Weekly,5.757507987220447,1788671.0063897762,50.35223642172524,Urban
Jhelum,2003-08-03,Weekly,5.754952076677316,1793371.9616613418,50.296581469648565,Urban
Jhelum,2003-08-10,Weekly,5.752396166134185,1798072.9169329074,50.240926517571886,Urban
Jhelum,2003-08-17,Weekly,5.749840255591054,1802773.8722044728,50.185271565495206,Urban
Jhelum,2003-08-24,Weekly,5.747284345047923,1807474.8274760384,50.129616613418534,Urban
Jhelum,2003-08-31,Weekly,5.744728434504792,1812175.782747604,50.073961661341855,Urban
Jhelum,2003-09-07,Weekly,5.742172523961661,1816876.7380191693,50.018306709265175,Urban
Jhelum,2003-09-14,Weekly,5.73961661341853,1821577.693290735,49.962651757188496,Urban
Jhelum,2003-09-21,Weekly,5.737060702875399,1826278.6485623005,49.906996805111824,Urban
Jhelum,2003-09-28,Weekly,5.7345047923322685,1830979.6038338658,49.851341853035144,Urban
Jhelum,2003-10-05,Weekly,5.731948881789137,1835680.5591054312,49.795686900958465,Urban
Jhelum,2003-10-12,Weekly,5.729392971246006,1840381.5143769968,49.74003194888179,Urban
Jhelum,2003-10-19,Weekly,5.726837060702875,1845082.4696485624,49.68437699680511,Urban
Jhelum,2003-10-26,Weekly,5.724281150159744,1849783.4249201277,49.628722044728434,Urban
Jhelum,2003-11-02,Weekly,5.721725239616613,1854484.3801916933,49.573067092651755,Urban
Jhelum,2003-11-09,Weekly,5.719169329073482,1859185.335463259,49.51741214057508,Urban
Jhelum,2003-11-16,Weekly,5.716613418530351,1863886.2907348243,49.4617571884984,Urban
Jhelum,2003-11-23,Weekly,5.71405750798722,1868587.2460063898,49.406102236421724,Urban
Jhelum,2003-11-30,Weekly,5.711501597444089,1873288.2012779554,49.35044728434505,Urban
Jhelum,2003-12-07,Weekly,5.708945686900958,1877989.1565495208,49.29479233226837,Urban
Jhelum,2003-12-14,Weekly,5.7063897763578275,1882690.1118210861,49.23913738019169,Urban
Jhelum,2003-12-21,Weekly,5.703833865814696,1887391.0670926517,49.18348242811501,Urban
Jhelum,2003-12-28,Weekly,5.701277955271565,1892092.0223642173,49.12782747603834,Urban
Jhelum,2004-01-04,Weekly,5.698722044728434,1896792.9776357827,49.07217252396166,Urban
Jhelum,2004-01-11,Weekly,5.696166134185304,1901493.9329073483,49.01651757188498,Urban
Jhelum,2004-01-18,Weekly,5.693610223642172,1906194.8881789139,48.96086261980831,Urban
Jhelum,2004-01-25,Weekly,5.691054313099041,1910895.8434504792,48.90520766773163,Urban
Jhelum,2004-02-01,Weekly,5.68849840255591,1915596.7987220448,48.84955271565495,Urban
Jhelum,2004-02-08,Weekly,5.68594249201278,1920297.7539936104,48.79389776357827,Urban
Jhelum,2004-02-15,Weekly,5.683386581469648,1924998.7092651757,48.7382428115016,Urban
Jhelum,2004-02-22,Weekly,5.680830670926517,1929699.664536741,48.68258785942492,Urban
Jhelum,2004-02-29,Weekly,5.6782747603833865,1934400.619808307,48.62693290734824,Urban
Jhelum,2004-03-07,Weekly,5.675718849840255,1939101.5750798723,48.57127795527157,Urban
Jhelum,2004-03-14,Weekly,5.673162939297124,1943802.5303514376,48.51562300319489,Urban
Jhelum,2004-03-21,Weekly,5.670607028753993,1948503.4856230032,48.45996805111821,Urban
Jhelum,2004-03-28,Weekly,5.668051118210863,1953204.4408945688,48.40431309904153,Urban
Jhelum,2004-04-04,Weekly,5.665495207667731,1957905.3961661342,48.34865814696486,Urban
Jhelum,2004-04-11,Weekly,5.6629392971246,1962606.3514376997,48.29300319488818,Urban
Jhelum,2004-04-18,Weekly,5.6603833865814694,1967307.3067092653,48.23734824281151,Urban
Jhelum,2004-04-25,Weekly,5.657827476038339,1972008.2619808307,48.18169329073483,Urban
Jhelum,2004-05-02,Weekly,5.655271565495207,1976709.217252396,48.12603833865815,Urban
Jhelum,2004-05-09,Weekly,5.652715654952076,1981410.1725239619,48.07038338658147,Urban
Jhelum,2004-05-16,Weekly,5.6501597444089455,1986111.1277955272,48.01472843450479,Urban
Jhelum,2004-05-23,Weekly,5.647603833865815,1990812.0830670926,47.95907348242812,Urban
Jhelum,2004-05-30,Weekly,5.645047923322683,1995513.0383386582,47.90341853035144,Urban
Jhelum,2004-06-06,Weekly,5.642492012779552,2000213.9936102238,47.847763578274765,Urban
Jhelum,2004-06-13,Weekly,5.639936102236422,2004914.948881789,47.792108626198086,Urban
Jhelum,2004-06-20,Weekly,5.637380191693291,2009615.9041533547,47.73645367412141,Urban
Jhelum,2004-06-27,Weekly,5.634824281150159,2014316.8594249203,47.68079872204473,Urban
Jhelum,2004-07-04,Weekly,5.6322683706070285,2019017.8146964856,47.62514376996805,Urban
Jhelum,2004-07-11,Weekly,5.629712460063898,2023718.769968051,47.569488817891376,Urban
Jhelum,2004-07-18,Weekly,5.627156549520766,2028419.7252396168,47.513833865814696,Urban
Jhelum,2004-07-25,Weekly,5.624600638977635,2033120.6805111822,47.458178913738024,Urban
Jhelum,2004-08-01,Weekly,5.6220447284345045,2037821.6357827475,47.402523961661345,Urban
Jhelum,2004-08-08,Weekly,5.619488817891374,2042522.5910543131,47.346869009584665,Urban
Jhelum,2004-08-15,Weekly,5.616932907348242,2047223.5463258787,47.291214057507986,Urban
Jhelum,2004-08-22,Weekly,5.614376996805111,2051924.501597444,47.23555910543131,Urban
Jhelum,2004-08-29,Weekly,5.611821086261981,2056625.4568690096,47.179904153354634,Urban
Jhelum,2004-09-05,Weekly,5.60926517571885,2061326.4121405752,47.124249201277955,Urban
Jhelum,2004-09-12,Weekly,5.606709265175718,2066027.3674121406,47.06859424920128,Urban
Jhelum,2004-09-19,Weekly,5.6041533546325875,2070728.322683706,47.0129392971246,Urban
Jhelum,2004-09-26,Weekly,5.601597444089457,2075429.2779552718,46.957284345047924,Urban
Jhelum,2004-10-03,Weekly,5.599041533546326,2080130.2332268371,46.901629392971245,Urban
Jhelum,2004-10-10,Weekly,5.596485623003194,2084831.1884984025,46.845974440894565,Urban
